urbrur,hhsize,statocc,rooms,bedrooms,phone,cell,car,bicycle,motorcycle,refrigerator,tv,radio,bank,deaths_12m,exp_01,exp_02,exp_03,exp_04,exp_05,exp_06,exp_07,exp_08,exp_09,exp_10,exp_11,exp_12,tot_exp,tot_food,share_food,pc_exp,quint_nat,hhweight_x,popweight,hhweight_y,num_children,num_elderly,average_age,housing_density,dependency_ratio,employment_rate,house_quality_score,house_modernity_score,lifestyle_score,polygamous,living_conditions_level_score,highest_edu_lvl,avg_cmr,unstability_index,womens_empowerment_index,disability_count,unique_religions,health_Data Not Available_per_household,health_Healthy Weight_per_household,health_Obese_per_household,health_Overweight_per_household,health_Underweight_per_household,health_Very Underweight_per_household,num_male,num_female,marstat_1_per_household,marstat_2_per_household,marstat_3_per_household,marstat_4_per_household,migrate_0_per_household,migrate_10_per_household,migrate_11_per_household,migrate_12_per_household,migrate_20_per_household,migrate_30_per_household,migrate_99_per_household,occupation_0_per_household,occupation_1_per_household,occupation_2_per_household,occupation_3_per_household,occupation_4_per_household,occupation_5_per_household,occupation_6_per_household,occupation_7_per_household,occupation_8_per_household,occupation_9_per_household,occupation_10_per_household,occupation_11_per_household,industry_0_per_household,industry_1_per_household,industry_2_per_household,industry_3_per_household,industry_4_per_household,industry_5_per_household,industry_6_per_household,industry_7_per_household,industry_8_per_household,industry_9_per_household,industry_10_per_household,industry_11_per_household,industry_12_per_household,industry_13_per_household,industry_14_per_household,industry_15_per_household,percent_literate,total_children_born
2,5,1,5,3,1,0,1,0,1,1,1,1,1,0.0,4826,63,1149,5875,849,645,2491,1470,746,2435,337,1227,22113,4826,0.2179999947547912,4422.60009765625,5,224.0164325569037,1120.0821627845187,224.0164325569037,2,0,28.0,0.625,0.6666666666666666,0.2,12,33,18,False,50.322580645161295,10,0.0,10.0,0.0,0,1,5,0,0,0,0,0,3,2,3,2,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,100.0,4.0
2,3,1,2,1,1,0,0,0,0,0,1,1,1,0.0,4513,41,633,5241,417,420,621,1252,424,473,267,897,15199,4513,0.296999990940094,5066.33349609375,5,201.5540802408998,604.6622407226994,201.5540802408998,0,0,45.0,1.0,0.0,0.6666666666666666,12,33,7,False,58.666666666666664,6,0.0,5.0,0.0,0,1,3,0,0,0,0,0,2,1,1,2,0,0,0,0,2,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,100.0,1.0
2,3,1,1,1,0,1,0,0,1,1,1,1,1,0.0,3603,46,895,3298,366,267,703,495,242,786,424,972,12097,3603,0.2980000078678131,4032.333251953125,4,201.5540802408998,604.6622407226994,201.5540802408998,1,0,34.333333333333336,1.5,0.5,0.6666666666666666,12,33,14,False,32.83333333333333,9,0.0,6.0,0.5,1,1,3,0,0,0,0,0,1,2,1,2,0,0,0,0,0,3,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,100.0,1.0
2,3,1,5,2,1,1,1,0,1,1,1,1,1,0.0,5538,76,1280,12012,2190,980,4784,2715,1007,1143,873,1797,34395,5538,0.1609999984502792,11465.0,5,223.4093419537685,670.2280258613055,223.4093419537685,0,1,53.0,0.42857142857142855,0.5,0.6666666666666666,11,33,20,False,76.10256410256409,9,0.0,7.5,1.0,0,1,3,0,0,0,0,0,1,2,0,2,0,1,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,100.0,7.0
2,7,2,1,1,0,1,0,0,0,0,1,1,1,1.0,6089,226,1095,1979,486,285,955,551,507,1310,1202,682,15367,6089,0.3959999978542328,2195.28564453125,3,265.2985935701,1857.0901549907005,265.2985935701,4,0,20.285714285714285,3.5,1.3333333333333333,0.2857142857142857,11,18,8,False,8.246305418719214,9,0.6,10.5,0.5,0,1,6,1,0,0,0,0,3,4,6,0,1,0,1,1,0,0,5,0,0,5,0,0,0,0,0,1,1,0,0,0,0,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,83.33333333333334,6.0
2,3,2,1,1,0,1,0,0,0,0,1,0,1,3.0,2312,138,673,2142,248,224,770,605,223,246,798,636,9015,2312,0.2560000121593475,3005.0,4,473.53067044548766,1420.592011336463,473.53067044548766,0,0,26.0,1.5,0.0,1.0,12,23,7,False,34.666666666666664,6,,0.0,1.0,0,1,3,0,0,0,0,0,2,1,1,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,100.0,0.0
2,5,1,5,3,0,0,0,0,1,1,1,1,1,0.0,3875,72,736,3774,377,312,691,172,321,1063,193,852,12438,3875,0.3120000064373016,2487.60009765625,3,224.0164325569037,1120.0821627845187,224.0164325569037,3,0,28.8,0.625,1.5,0.6,11,22,12,False,24.0,9,0.0,0.0,0.6666666666666666,0,1,5,0,0,0,0,0,2,3,3,2,0,0,5,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,100.0,2.0
2,1,1,3,1,0,0,0,0,0,0,0,1,0,0.0,1037,10,87,2054,40,113,96,33,18,18,50,128,3684,1037,0.2809999883174896,3684.0,4,455.9250429545655,455.9250429545655,455.9250429545655,0,0,60.0,0.25,0.0,1.0,12,17,1,False,160.0,1,0.3333333333333333,3.0,2.0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,6.0
2,4,1,4,3,0,1,0,0,0,1,1,1,1,0.0,4114,62,923,3915,511,394,739,508,410,1225,221,1046,14068,4114,0.2919999957084656,3517.0,4,327.8289256930298,1311.3157027721193,327.8289256930298,1,0,33.0,0.5714285714285714,0.3333333333333333,0.25,9,33,11,False,61.342105263157904,8,0.125,9.0,0.3333333333333333,0,1,4,0,0,0,0,0,1,3,1,2,0,1,0,0,0,2,1,0,1,3,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,75.0,6.0
2,2,1,4,1,0,1,1,0,0,1,1,1,1,0.0,2527,94,1235,7227,1239,407,4689,1025,1031,748,893,1528,22643,2527,0.1120000034570694,11321.5,5,473.53067044548766,947.0613408909752,473.53067044548766,0,0,27.5,0.4,0.0,1.0,11,34,16,False,177.5,11,,6.0,1.0,0,1,2,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,100.0,0.0
2,4,1,1,1,0,0,0,0,1,1,1,0,0,0.0,4340,19,391,2687,509,282,405,83,239,240,221,639,10055,4340,0.4320000112056732,2513.75,3,201.5540802408998,806.2163209635992,201.5540802408998,0,1,43.75,2.0,0.3333333333333333,0.5,8,19,8,False,17.142857142857142,9,0.0,8.0,0.5,0,1,4,0,0,0,0,0,2,2,2,2,0,0,0,2,0,0,1,0,1,2,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,75.0,4.0
2,2,1,4,2,0,1,0,0,0,1,1,1,1,0.0,3282,125,680,4109,507,306,1113,717,432,291,339,1012,12913,3282,0.2540000081062317,6456.5,5,329.6501975024356,659.3003950048711,329.6501975024356,0,0,49.5,0.3333333333333333,0.0,0.5,11,33,11,False,180.0,9,0.0,8.0,0.0,0,1,2,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,100.0,3.0
2,7,1,6,3,0,1,0,0,0,1,1,1,1,0.0,3874,79,1617,4938,495,430,1092,697,547,2244,318,1647,17978,3874,0.2150000035762787,2568.28564453125,3,329.0431068993003,2303.3017482951022,329.0431068993003,3,0,23.571428571428573,0.7777777777777778,0.75,0.2857142857142857,12,34,11,False,39.179220779220785,9,0.0,14.0,0.6,0,1,6,1,0,0,0,0,2,5,7,0,0,0,0,0,0,0,0,0,7,5,0,0,0,0,2,0,0,0,0,0,0,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,100.0,5.0
2,3,1,3,3,1,1,1,0,1,1,1,1,1,0.0,3424,53,1044,5062,1158,421,3144,1182,615,1250,886,1064,19303,3424,0.1770000010728836,6434.33349609375,5,330.86437870870606,992.5931361261182,330.86437870870606,1,0,37.0,0.5,0.5,0.3333333333333333,11,23,20,False,57.33333333333333,9,0.5,6.0,0.0,0,1,3,0,0,0,0,0,1,2,1,2,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,100.0,2.0
2,2,2,3,2,1,1,0,0,0,1,1,1,1,0.0,2503,26,434,5804,689,341,546,1173,266,218,355,701,13056,2503,0.19200000166893,6528.0,5,223.4093419537685,446.818683907537,223.4093419537685,0,1,67.0,0.4,1.0,0.5,11,33,12,False,43.57142857142858,6,0.0,4.0,1.0,0,1,2,0,0,0,0,0,0,2,0,0,0,2,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,100.0,2.0
2,3,1,3,2,1,1,1,1,1,1,1,1,1,0.0,4103,38,591,5894,723,650,2358,1350,309,286,277,997,17576,4103,0.2329999953508377,5858.66650390625,5,330.86437870870606,992.5931361261182,330.86437870870606,0,0,49.333333333333336,0.6,0.0,0.6666666666666666,12,23,21,False,104.44444444444444,10,0.0,7.0,1.0,0,1,3,0,0,0,0,0,2,1,1,2,0,0,0,0,0,0,1,0,2,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,100.0,2.0
2,6,1,2,2,0,1,0,1,0,1,1,1,1,0.0,3480,45,963,2992,250,226,573,336,196,1133,472,810,11476,3480,0.3030000030994415,1912.6666259765625,2,265.2985935701,1591.7915614206,265.2985935701,3,0,20.666666666666668,1.5,1.0,0.8333333333333334,11,17,12,False,19.333333333333336,9,0.0,18.0,1.3333333333333333,0,1,6,0,0,0,0,0,3,3,5,0,1,0,0,0,0,2,0,3,1,2,0,0,1,1,2,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,100.0,5.0
2,3,1,4,3,0,1,0,0,0,1,0,1,1,0.0,3587,86,532,5099,309,271,497,430,216,529,326,958,12840,3587,0.2790000140666961,4280.0,5,265.2985935701,795.8957807103001,265.2985935701,0,0,29.0,0.42857142857142855,0.0,1.0,11,23,9,False,123.66666666666667,9,0.0,7.0,1.0,1,1,3,0,0,0,0,0,0,3,2,0,1,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,100.0,7.0
2,5,1,3,1,0,0,0,0,1,1,1,0,0,0.0,2796,29,650,3071,176,170,334,138,138,974,260,701,9437,2796,0.2960000038146972,1887.4000244140625,2,264.0844123638296,1320.422061819148,264.0844123638296,3,0,17.4,1.25,1.5,0.4,11,33,8,False,20.363636363636363,9,0.0,16.0,0.3333333333333333,0,1,5,0,0,0,0,0,2,3,3,2,0,0,0,0,0,0,4,1,0,3,0,0,0,0,0,0,0,1,1,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,100.0,3.0
2,4,1,5,3,0,1,1,0,1,1,1,1,1,0.0,4548,62,1140,5835,670,655,3304,1095,584,1182,386,1337,20798,4548,0.2189999967813491,5199.5,5,264.0844123638296,1056.3376494553183,264.0844123638296,0,0,30.0,0.5,0.0,0.75,12,33,19,False,143.0,10,0.0,5.0,0.0,0,2,4,0,0,0,0,0,2,2,2,2,0,0,0,0,3,1,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,100.0,2.0
2,3,1,1,1,1,1,0,0,0,1,1,0,1,0.0,4116,68,395,2425,474,223,738,865,187,170,374,537,10572,4116,0.3889999985694885,3524.0,4,455.9250429545655,1367.7751288636966,455.9250429545655,0,1,39.333333333333336,1.5,0.5,0.6666666666666666,11,24,11,False,26.333333333333332,8,0.125,9.0,2.0,0,2,3,0,0,0,0,0,2,1,2,0,1,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,100.0,8.0
2,6,3,1,1,0,0,0,0,0,1,1,0,0,0.0,3151,18,516,2713,146,187,254,50,71,364,171,828,8469,3151,0.3720000088214874,1411.5,1,358.18345584979187,2149.100735098751,358.18345584979187,4,0,12.666666666666666,3.0,2.0,0.3333333333333333,10,19,5,False,7.466666666666666,8,0.0,13.5,0.3333333333333333,0,1,4,2,0,0,0,0,3,3,4,2,0,0,0,3,0,0,3,0,0,4,0,0,1,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,100.0,3.0
2,4,2,1,1,0,1,0,0,0,1,1,1,1,0.0,4208,293,1135,1225,738,124,727,1078,411,437,823,764,11963,4208,0.3519999980926513,2990.75,4,358.18345584979187,1432.7338233991677,358.18345584979187,1,0,27.0,2.0,0.3333333333333333,0.25,10,13,11,False,15.642857142857142,10,0.0,8.0,0.0,0,1,3,1,0,0,0,0,2,2,2,2,0,0,0,0,0,2,1,0,1,3,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,100.0,2.0
2,3,2,3,2,1,1,1,0,1,1,1,0,1,0.0,2994,49,819,5402,1081,412,3082,1339,610,778,670,986,18222,2994,0.164000004529953,6074.0,5,329.0431068993003,987.129320697901,329.0431068993003,0,0,45.333333333333336,0.6,0.0,0.0,11,33,19,False,105.0,9,0.0,9.0,0.0,0,1,3,0,0,0,0,0,2,1,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0,3.0
2,4,1,3,3,1,0,0,0,1,1,1,1,1,0.0,3292,43,638,4593,389,240,613,779,286,647,375,724,12619,3292,0.2610000073909759,3154.75,4,329.0431068993003,1316.1724275972012,329.0431068993003,0,0,35.75,0.6666666666666666,0.0,1.0,11,33,13,False,100.5,10,0.0,10.0,0.3333333333333333,0,1,4,0,0,0,0,0,1,3,2,2,0,0,0,0,1,0,1,1,1,2,0,0,0,0,0,0,0,1,1,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,100.0,2.0
2,2,1,4,1,0,1,0,0,0,1,0,1,1,0.0,4075,88,194,3444,266,406,376,292,89,36,133,361,9760,4075,0.4180000126361847,4880.0,5,473.53067044548766,947.0613408909752,473.53067044548766,0,1,61.5,0.4,1.0,0.0,7,25,9,False,29.28571428571429,7,0.0,6.0,0.5,0,1,2,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,6.0
2,4,1,3,1,0,0,0,0,0,1,1,1,1,0.0,2466,21,469,2618,159,158,285,113,114,657,155,586,7801,2466,0.3160000145435333,1950.25,2,264.0844123638296,1056.3376494553183,264.0844123638296,2,0,30.0,1.0,1.0,0.5,12,33,9,False,29.5,9,0.0,8.0,0.5,1,1,4,0,0,0,0,0,2,2,2,2,0,0,1,0,0,2,0,1,0,2,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,100.0,2.0
2,4,1,5,3,1,1,1,1,1,1,1,1,1,1.0,5330,86,1848,8251,1911,741,4961,1896,1169,3664,1184,1686,32727,5330,0.163000002503395,8181.75,5,224.0164325569037,896.065730227615,224.0164325569037,2,0,35.25,0.5,1.0,0.5,11,23,21,False,40.0,9,0.0,4.0,0.3333333333333333,0,1,4,0,0,0,0,0,1,3,2,2,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,100.0,5.0
2,2,1,3,2,0,1,0,0,0,1,1,1,1,0.0,2574,93,1064,5353,539,240,966,838,533,458,528,1293,14479,2574,0.1780000030994415,7239.5,5,329.6501975024356,659.3003950048711,329.6501975024356,0,0,42.5,0.4,0.0,1.0,12,34,11,False,167.5,6,0.0,3.0,2.0,0,1,2,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,50.0,3.0
2,5,2,3,3,0,1,0,0,0,1,0,0,0,0.0,3204,47,674,3027,177,273,460,298,141,561,238,860,9960,3204,0.3219999969005584,1992.0,2,358.18345584979187,1790.9172792489594,358.18345584979187,3,0,12.0,0.8333333333333334,1.5,0.4,12,24,5,False,19.285714285714285,9,0.0,11.0,0.25,0,1,3,2,0,0,0,0,1,4,3,2,0,0,0,0,0,3,1,0,1,3,0,0,0,0,1,0,0,1,0,0,0,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,66.66666666666666,3.0
2,3,1,3,2,0,0,0,0,0,1,1,1,0,0.0,2383,31,260,2583,204,188,329,107,113,96,78,483,6855,2383,0.3479999899864197,2285.0,3,455.9250429545655,1367.7751288636966,455.9250429545655,0,1,47.0,0.6,0.5,1.0,11,22,6,False,44.54545454545454,9,0.0,0.0,2.0,0,2,3,0,0,0,0,0,2,1,2,0,0,1,3,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,100.0,9.0
2,4,1,1,1,0,0,0,0,0,1,0,1,0,0.0,1903,28,653,2415,178,115,340,174,160,1092,466,731,8255,1903,0.231000006198883,2063.75,3,327.8289256930298,1311.3157027721193,327.8289256930298,2,0,25.75,2.0,1.0,0.75,12,22,4,False,15.166666666666666,6,0.0,12.0,1.0,0,1,4,0,0,0,0,0,2,2,2,2,0,0,0,0,0,1,2,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,75.0,6.0
2,3,1,4,2,1,1,0,0,0,1,1,0,1,0.0,3544,32,676,6126,732,466,800,1340,409,861,421,845,16252,3544,0.2179999947547912,5417.33349609375,5,223.4093419537685,670.2280258613055,223.4093419537685,1,1,35.666666666666664,0.5,2.0,0.3333333333333333,11,33,11,False,23.333333333333332,10,0.125,5.0,1.0,0,1,3,0,0,0,0,0,1,2,1,0,2,0,0,0,1,0,0,0,2,2,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,66.66666666666666,9.0
2,2,1,3,3,0,1,1,0,0,1,1,1,1,0.0,2257,47,596,4170,586,351,2460,713,412,251,381,854,13078,2257,0.1729999929666519,6539.0,5,329.6501975024356,659.3003950048711,329.6501975024356,0,0,45.0,0.3333333333333333,0.0,0.5,12,33,16,False,198.0,7,,8.0,0.0,0,1,2,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,100.0,0.0
2,3,1,3,2,0,1,0,0,0,1,1,1,1,3.0,3748,45,865,4191,432,377,782,625,279,612,345,1172,13473,3748,0.277999997138977,4491.0,5,265.2985935701,795.8957807103001,265.2985935701,1,0,17.666666666666668,0.6,0.5,0.6666666666666666,12,33,11,False,56.96969696969696,6,0.0,0.0,1.0,0,1,2,1,0,0,0,0,0,3,1,0,1,1,0,0,0,0,3,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,100.0,3.0
2,3,1,3,1,1,1,1,0,0,1,1,1,1,0.0,3180,46,861,4512,920,493,2488,1431,619,1054,425,1076,17105,3180,0.1860000044107437,5701.66650390625,5,201.5540802408998,604.6622407226994,201.5540802408998,1,0,32.0,0.75,0.5,0.6666666666666666,12,33,17,False,54.93333333333332,9,0.5,6.0,0.5,0,1,3,0,0,0,0,0,1,2,1,2,0,0,0,0,0,3,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,100.0,2.0
2,4,1,2,2,1,1,0,1,0,1,1,1,1,0.0,2962,38,669,2640,250,203,544,465,187,860,321,630,9769,2962,0.3030000030994415,2442.25,3,201.5540802408998,806.2163209635992,201.5540802408998,2,0,33.0,1.0,1.0,0.25,12,17,13,False,22.25,9,0.0,6.0,0.5,0,1,4,0,0,0,0,0,2,2,2,2,0,0,1,0,0,0,0,0,3,3,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,100.0,2.0
2,4,1,3,2,1,0,1,0,1,1,1,1,1,0.0,7649,37,946,5692,1582,431,2087,1243,800,1304,654,970,23395,7649,0.3269999921321869,5848.75,5,264.0844123638296,1056.3376494553183,264.0844123638296,1,0,33.0,0.8,0.3333333333333333,0.5,12,33,18,False,60.0,9,0.0,8.0,0.5,0,1,4,0,0,0,0,0,2,2,2,2,0,0,0,0,0,4,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,100.0,2.0
2,4,1,3,1,1,1,1,0,0,1,1,1,1,0.0,3687,52,906,5230,864,563,3103,1610,650,1020,440,1148,19273,3687,0.1909999996423721,4818.25,5,330.86437870870606,1323.4575148348242,330.86437870870606,0,0,39.0,1.0,0.0,1.0,12,33,17,False,72.0,6,0.0,7.0,1.0,0,1,4,0,0,0,0,0,1,3,2,2,0,0,0,0,2,1,1,0,0,1,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,100.0,4.0
2,6,1,3,2,1,0,0,0,0,0,0,0,0,0.0,3412,40,698,2876,162,224,338,168,132,893,251,628,9822,3412,0.3470000028610229,1637.0,2,473.53067044548766,2841.184022672926,473.53067044548766,4,0,16.5,1.2,2.0,0.16666666666666666,12,17,1,False,9.895833333333332,9,0.0,16.0,0.0,0,1,5,1,0,0,0,0,3,3,4,2,0,0,0,0,0,0,4,0,2,5,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,100.0,4.0
2,2,2,3,1,1,1,0,0,0,1,1,1,1,0.0,3174,65,664,4873,723,353,963,1719,540,366,434,984,14858,3174,0.2140000015497207,7429.0,5,330.86437870870606,661.7287574174121,330.86437870870606,0,0,34.0,0.5,0.0,1.0,12,33,12,False,134.0,11,0.0,7.0,1.0,0,1,2,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,100.0,2.0
2,4,1,4,3,0,1,1,0,0,1,1,1,1,0.0,3410,51,1194,4457,690,445,2696,760,553,1735,559,1064,17614,3410,0.1940000057220459,4403.5,5,327.8289256930298,1311.3157027721193,327.8289256930298,2,0,28.0,0.5714285714285714,1.0,0.5,11,33,16,False,41.36363636363637,10,0.0,16.0,0.5,0,1,4,0,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,4,0,2,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,100.0,2.0
2,4,1,5,2,1,1,1,0,0,1,1,1,1,0.0,6463,147,3239,12220,2848,898,7509,2151,1971,4608,1672,3321,47047,6463,0.1369999945163726,11761.75,5,329.0431068993003,1316.1724275972012,329.0431068993003,2,0,19.0,0.5714285714285714,1.0,0.25,11,34,17,False,41.04545454545455,10,0.0,8.0,0.0,1,1,3,0,0,1,0,0,2,2,2,2,0,0,0,0,0,4,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,100.0,2.0
2,2,1,3,2,0,0,0,0,0,0,0,1,0,0.0,1499,15,168,2281,157,147,84,72,76,38,24,207,4768,1499,0.3140000104904175,2384.0,3,473.53067044548766,947.0613408909752,473.53067044548766,0,1,54.0,0.4,1.0,0.5,11,34,1,False,36.42857142857143,8,0.5625,4.5,1.0,0,1,2,0,0,0,0,0,0,2,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,100.0,9.0
2,6,1,4,3,1,1,1,1,0,1,1,1,1,0.0,4975,126,1415,6979,1215,718,4116,1729,821,1632,539,1977,26242,4975,0.1899999976158142,4373.66650390625,5,344.22037197768134,2065.3222318660883,344.22037197768134,4,0,15.166666666666666,0.8571428571428571,2.0,0.3333333333333333,11,33,18,False,22.866666666666664,9,0.0,7.5,0.25,0,1,5,1,0,0,0,0,2,4,4,2,0,0,1,1,2,0,0,0,2,4,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,100.0,3.0
2,3,2,1,1,0,1,0,0,0,1,1,1,1,0.0,4420,161,884,2789,391,283,954,515,321,552,723,936,12929,4420,0.3420000076293945,4309.66650390625,5,287.1538552829687,861.4615658489062,287.1538552829687,1,0,23.666666666666668,1.5,0.5,0.6666666666666666,11,16,11,False,22.333333333333332,9,0.0,12.0,0.5,0,1,3,0,0,0,0,0,1,2,1,2,0,0,0,0,0,0,0,3,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,100.0,1.0
2,5,3,1,1,0,1,0,0,0,0,1,1,1,0.0,3474,23,759,2560,225,375,480,254,172,691,208,860,10081,3474,0.3449999988079071,2016.199951171875,3,287.1538552829687,1435.7692764148435,287.1538552829687,3,0,15.8,2.5,1.5,0.2,12,19,8,False,10.25,8,0.0,11.0,0.0,0,1,4,1,0,0,0,0,3,2,3,2,0,0,0,0,0,4,1,0,0,4,0,0,0,0,0,1,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,4.0
2,7,1,3,2,0,0,0,0,0,1,1,1,1,0.0,3438,44,699,3107,142,210,375,107,118,736,196,897,10069,3438,0.3409999907016754,1438.4285888671875,2,344.22037197768134,2409.542603843769,344.22037197768134,3,0,22.142857142857142,1.4,0.75,0.42857142857142855,12,25,9,False,23.388704318936878,9,0.0,10.0,0.6,0,1,5,1,0,1,0,0,2,5,4,2,1,0,1,0,2,4,0,0,0,4,0,0,0,1,2,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,100.0,7.0
2,4,1,2,2,0,1,0,0,0,0,1,1,1,0.0,4153,76,856,2908,254,296,675,333,202,786,324,772,11635,4153,0.3569999933242798,2908.75,4,287.1538552829687,1148.6154211318749,287.1538552829687,2,0,26.0,1.0,1.0,0.25,9,24,8,False,21.75,9,0.0,8.0,0.5,0,1,4,0,0,0,0,0,2,2,2,2,0,0,0,0,1,2,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,50.0,2.0
